version,case_id,case_type,industry_context,work_context,primary_risk,false_positive_risk,actual_has_confirmed_she,actual_has_confirmation_candidate,actual_observable_signal,she_match_count,sr_count
v3,SYN-V3-0048,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CAFE_BEVERAGE', 'FOOD_SERVICE'], 'primary_industry': 'CAFE_BEVERAGE', 'primary_label': '카페/음료', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->CAFE_BEVERAGE', 'work_context->FOOD_SERVICE', 'text:스팀->CAFE_BEVERAGE']}",HOT_BEVERAGE,절연 커버 손상 시 스팀 완드 접촉 화상 위험이 있다.,커버가 정상이라면 화상 위험 없음.,False,True,True,5,34
v3,SYN-V3-0049,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CAFE_BEVERAGE', 'FOOD_SERVICE'], 'primary_industry': 'CAFE_BEVERAGE', 'primary_label': '카페/음료', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->CAFE_BEVERAGE', 'work_context->FOOD_SERVICE', 'text:음료->CAFE_BEVERAGE']}",HOT_BEVERAGE,뚜껑이 잠기지 않은 상태에서 용기를 이동하면 뜨거운 음료가 쏟아져 화상 위험이 있다.,뚜껑이 완전히 잠겨 있다면 위험 없음.,False,True,True,5,34
v3,SYN-V3-0057,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE', 'CAFE_BEVERAGE', 'RETAIL_CONVENIENCE', 'CAR_WASH', 'GENERAL'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE', 'work_context->CAFE_BEVERAGE', 'work_context->RETAIL_CONVENIENCE', 'work_context->CAR_WASH', 'work_context->GENERAL', 'text:주방->FOOD_SERVICE']}",CLEANING_WET,바닥이 젖어 있다면 미끄러짐 위험이 있다.,바닥이 이미 건조됐다면 위험 없음.,False,True,True,5,52
v3,SYN-V3-0058,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE', 'CAFE_BEVERAGE', 'RETAIL_CONVENIENCE', 'CAR_WASH', 'GENERAL'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 음식점/주방 / 카페/음료 / 소매/편의점 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->FOOD_SERVICE', 'work_context->CAFE_BEVERAGE', 'work_context->RETAIL_CONVENIENCE', 'work_context->CAR_WASH', 'work_context->GENERAL']}",CLEANING_WET,혼합 금지 세제를 함께 사용하면 독성 가스 발생 위험이 있다.,두 세제가 혼합 가능한 조합이라면 위험 없음.,False,True,True,5,55
v3,SYN-V3-0059,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE', 'CAFE_BEVERAGE', 'RETAIL_CONVENIENCE', 'CAR_WASH', 'GENERAL'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE', 'work_context->CAFE_BEVERAGE', 'work_context->RETAIL_CONVENIENCE', 'work_context->CAR_WASH', 'work_context->GENERAL', 'text:주방->FOOD_SERVICE']}",CLEANING_WET,환기 미가동 시 세제 증기 흡입 위험이 있다.,환기팬이 가동 중이라면 위험이 낮다.,False,True,True,5,52
v3,SYN-V3-0067,ambiguous,"{'declared_industries': [], 'inferred_industries': ['WAREHOUSE_STORAGE', 'FOOD_SERVICE', 'RETAIL_CONVENIENCE', 'MANUFACTURING', 'DELIVERY_LOGISTICS'], 'primary_industry': 'WAREHOUSE_STORAGE', 'primary_label': '창고/보관', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE', 'work_context->WAREHOUSE_STORAGE', 'work_context->RETAIL_CONVENIENCE', 'work_context->MANUFACTURING', 'text:도로->DELIVERY_LOGISTICS', 'text:창고->WAREHOUSE_STORAGE']}",COLD_STORAGE,극저온 환경에서 장시간 작업 시 저체온증 위험이 있다.,온도가 허용 범위 이내라면 적절한 방한복 착용 시 위험 없음.,False,True,True,5,52
v3,SYN-V3-0068,ambiguous,"{'declared_industries': [], 'inferred_industries': ['WAREHOUSE_STORAGE', 'FOOD_SERVICE', 'RETAIL_CONVENIENCE', 'MANUFACTURING', 'DELIVERY_LOGISTICS'], 'primary_industry': 'WAREHOUSE_STORAGE', 'primary_label': '창고/보관', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE', 'work_context->WAREHOUSE_STORAGE', 'work_context->RETAIL_CONVENIENCE', 'work_context->MANUFACTURING', 'text:도로->DELIVERY_LOGISTICS', 'text:창고->WAREHOUSE_STORAGE']}",COLD_STORAGE,비상 개방 장치가 없다면 갇힘 사고 시 구조 지연으로 저체온증 위험이 있다.,비상 버튼이 다른 위치에 설치되어 있다면 위험 없음.,True,False,True,5,52
v3,SYN-V3-0069,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE', 'WAREHOUSE_STORAGE', 'RETAIL_CONVENIENCE', 'MANUFACTURING'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 음식점/주방 / 창고/보관 / 소매/편의점 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->FOOD_SERVICE', 'work_context->WAREHOUSE_STORAGE', 'work_context->RETAIL_CONVENIENCE', 'work_context->MANUFACTURING']}",COLD_STORAGE,냉매 누출이라면 흡입 위험이 있다.,냄새가 다른 원인이라면 냉매 누출 위험 없음.,False,True,True,5,55
v3,SYN-V3-0077,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE', 'CAFE_BEVERAGE', 'RETAIL_CONVENIENCE', 'CAR_WASH', 'GENERAL'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 음식점/주방 / 카페/음료 / 소매/편의점 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->FOOD_SERVICE', 'work_context->CAFE_BEVERAGE', 'work_context->RETAIL_CONVENIENCE', 'work_context->CAR_WASH', 'work_context->GENERAL']}",SERVING_FLOOR,바닥이 젖어 있다면 미끄러짐 위험이 있다.,바닥이 건조 상태라면 위험 없음.,False,True,True,5,52
v3,SYN-V3-0078,ambiguous,"{'declared_industries': [], 'inferred_industries': ['CAFE_BEVERAGE', 'FOOD_SERVICE', 'RETAIL_CONVENIENCE', 'CAR_WASH', 'GENERAL'], 'primary_industry': 'CAFE_BEVERAGE', 'primary_label': '카페/음료', 'confidence': 0.75, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->FOOD_SERVICE', 'work_context->CAFE_BEVERAGE', 'work_context->RETAIL_CONVENIENCE', 'work_context->CAR_WASH', 'work_context->GENERAL', 'text:카페->CAFE_BEVERAGE', 'text:음료->CAFE_BEVERAGE']}",SERVING_FLOOR,과열 음료 제공 시 고객 화상 위험이 있다.,적정 온도라면 화상 위험 없음.,False,True,True,5,50
v3,SYN-V3-0079,ambiguous,"{'declared_industries': [], 'inferred_industries': ['FOOD_SERVICE', 'CAFE_BEVERAGE', 'RETAIL_CONVENIENCE', 'CAR_WASH', 'GENERAL'], 'primary_industry': 'FOOD_SERVICE', 'primary_label': '음식점/주방', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 음식점/주방 / 카페/음료 / 소매/편의점 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->FOOD_SERVICE', 'work_context->CAFE_BEVERAGE', 'work_context->RETAIL_CONVENIENCE', 'work_context->CAR_WASH', 'work_context->GENERAL']}",SERVING_FLOOR,과도한 혼잡 시 뜨거운 음식 서빙 중 충돌 위험이 있다.,통로가 충분히 확보된 상태라면 위험 없음.,False,True,True,5,55
v3,SYN-V3-0087,ambiguous,"{'declared_industries': [], 'inferred_industries': ['DELIVERY_LOGISTICS'], 'primary_industry': 'DELIVERY_LOGISTICS', 'primary_label': '배달/운송', 'confidence': 0.75, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->DELIVERY_LOGISTICS', 'text:배달->DELIVERY_LOGISTICS', 'text:도로->DELIVERY_LOGISTICS']}",DELIVERY_RIDER,비인증 헬멧은 충격 흡수 능력이 부족하여 사고 시 두부 보호가 불충분할 수 있다.,인증 헬멧이라면 보호 기능 유효하다.,False,True,True,5,50
v3,SYN-V3-0088,ambiguous,"{'declared_industries': [], 'inferred_industries': ['DELIVERY_LOGISTICS'], 'primary_industry': 'DELIVERY_LOGISTICS', 'primary_label': '배달/운송', 'confidence': 0.75, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->DELIVERY_LOGISTICS', 'text:배달->DELIVERY_LOGISTICS', 'text:오토바이->DELIVERY_LOGISTICS']}",DELIVERY_RIDER,브레이크 패드 마모 시 제동 거리가 늘어 추돌 위험이 있다.,패드 두께가 기준 이상이라면 위험 없음.,False,True,True,5,50
v3,SYN-V3-0089,ambiguous,"{'declared_industries': [], 'inferred_industries': ['DELIVERY_LOGISTICS'], 'primary_industry': 'DELIVERY_LOGISTICS', 'primary_label': '배달/운송', 'confidence': 0.75, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->DELIVERY_LOGISTICS', 'text:배달->DELIVERY_LOGISTICS', 'text:오토바이->DELIVERY_LOGISTICS']}",DELIVERY_RIDER,과적재 시 오토바이 조향 불안정으로 사고 위험이 있다.,무게가 기준 이내라면 위험 없음.,False,True,True,5,51
v3,SYN-V3-0098,ambiguous,"{'declared_industries': [], 'inferred_industries': ['WAREHOUSE_STORAGE', 'RETAIL_CONVENIENCE', 'MANUFACTURING', 'DELIVERY_LOGISTICS'], 'primary_industry': 'WAREHOUSE_STORAGE', 'primary_label': '창고/보관', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->WAREHOUSE_STORAGE', 'work_context->RETAIL_CONVENIENCE', 'work_context->MANUFACTURING', 'text:도로->DELIVERY_LOGISTICS', 'text:선반->WAREHOUSE_STORAGE']}",STORAGE_SHELF,박스가 돌출되어 있다면 낙하 위험이 있다.,박스가 선반 안에 충분히 들어가 있다면 위험 없음.,False,True,True,5,51
v3,SYN-V3-0099,ambiguous,"{'declared_industries': [], 'inferred_industries': ['WAREHOUSE_STORAGE', 'RETAIL_CONVENIENCE', 'MANUFACTURING', 'DELIVERY_LOGISTICS', 'ENTERTAINMENT_PC_KARAOKE'], 'primary_industry': 'WAREHOUSE_STORAGE', 'primary_label': '창고/보관', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->WAREHOUSE_STORAGE', 'work_context->RETAIL_CONVENIENCE', 'work_context->MANUFACTURING', 'text:도로->DELIVERY_LOGISTICS', 'text:창고->WAREHOUSE_STORAGE', 'text:비상구->ENTERTAINMENT_PC_KARAOKE']}",STORAGE_SHELF,비상구 차단 시 긴급 탈출이 불가능할 위험이 있다.,비상구가 완전히 개방되어 있다면 위험 없음.,False,True,True,5,50
v7,SYN-V7-0329,ambiguous,"{'declared_industries': [], 'inferred_industries': ['AUTO_REPAIR'], 'primary_industry': 'AUTO_REPAIR', 'primary_label': '자동차 정비', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->AUTO_REPAIR', 'text:타이어->AUTO_REPAIR']}",TIRE_WHEEL,과압 주입 시 타이어 폭발,단순 점검으로 위험 없다 판단 가능,False,True,True,3,51
v8,SYN-V8-0139,ambiguous,"{'declared_industries': [], 'inferred_industries': ['WAREHOUSE_STORAGE', 'MANUFACTURING'], 'primary_industry': 'WAREHOUSE_STORAGE', 'primary_label': '창고/보관', 'confidence': 0.6, 'needs_confirmation': True, 'confirmation_question': '사진 상황이 창고/보관 / 제조업 중 어디에 더 가까운지 확인이 필요합니다.', 'evidence': ['work_context->WAREHOUSE_STORAGE', 'work_context->MANUFACTURING']}",MANUAL_HANDLING,시야 가림으로 인한 장애물 충돌·전도,시야 충분하다 판단 가능,False,True,True,5,53
v8,SYN-V8-0165,ambiguous,"{'declared_industries': [], 'inferred_industries': ['DRY_CLEANING', 'MANUFACTURING'], 'primary_industry': 'DRY_CLEANING', 'primary_label': '세탁/드라이클리닝', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->DRY_CLEANING', 'text:기계->MANUFACTURING', 'text:세탁->DRY_CLEANING']}",WASHING_MACHINE,과부하 누적으로 인한 세탁기 파손·누수,간헐적 표시로 일시 오류라 판단 가능,False,True,True,1,50
v8,SYN-V8-0225,ambiguous,"{'declared_industries': [], 'inferred_industries': ['MANUFACTURING', 'WOODWORK_INTERIOR'], 'primary_industry': 'MANUFACTURING', 'primary_label': '제조업', 'confidence': 0.68, 'needs_confirmation': False, 'confirmation_question': None, 'evidence': ['work_context->WOODWORK_INTERIOR', 'work_context->MANUFACTURING', 'text:기계->MANUFACTURING']}",PLANER_JOINTER,에어 분사 절삭 부산물 눈 이물질·손상,보안경 착용 상태로 안전하다 판단 가능,False,True,True,5,50
