photo,article_code,title,section,observable,sources,sig_sim,violation_scene,full_excerpt,LABEL
지게차,제172조,접촉의 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절10 차량계 하역운반기계등 > 관1 총칙,partial,SIG9,0.56,하역장비가 화물을 옮기고 있는 작업반경 안에 다른 근로자가 함께 들어와 서 있다. 장비의 진행 경로나 화물 바로 옆에 사람이 노출되어 있어 접촉 위험이 직접 보이는 장면이다.,"① 사업주는 차량계 하역운반기계등을 사용하여 작업을 하는 경우에 하역 또는 운반 중인 화물이나 그 차량계 하역운반기계등에 접촉되어 근로자가 위험해질 우려가 있는 장소에는 근로자를 출입시켜서는 아니 된다. 다만, 제39조에 따른 작업지휘자 또는 유도자를 배치하고 그 차량계 하역운반기계등을 유도하는 경우에는 그러하지 아니하다. ② 차량계 하역운반기계등의 운전자는 제1항 단서의 작업지휘자 또는 유도자가 유도하는 대로 따라야 한다.",n
지게차,제192조,비상정지장치,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절11 컨베이어,yes,SIG10,0.555,"작업자가 바로 옆에서 사용하는 컨베이어가 길게 돌아가고 있는데, 측면이나 투입부 주변 어디에도 비상정지버튼이나 로프형 비상정지장치가 보이지 않는다. 신체가 말려들 수 있는 롤러와 벨트가 노출된 상태인데도 즉시 설비를 멈출 수단이 없는 모습이다.","사업주는 컨베이어등에 해당 근로자의 신체의 일부가 말려드는 등 근로자가 위험해질 우려가 있는 경우 및 비상시에는 즉시 컨베이어등의 운전을 정지시킬 수 있는 장치를 설치하여야 한다. 다만, 무동력상태로만 사용하여 근로자가 위험해질 우려가 없는 경우에는 그러하지 아니하다.",n
지게차,제22조,통로의 설치,편1 총칙 > 장3 통로,yes,SIG11,0.552,"작업장 내부 보행 통로에 자재와 물품이 쌓여 있거나 설비가 통로를 침범해 사람이 안전하게 지나가기 어려워 보인다. 통로 표시가 없거나 흐릿하고, 머리 높이의 배관이나 부재가 통로 위로 내려와 있는데도 이를 피하게 하는 안전조치가 보이지 않는다.","① 사업주는 작업장으로 통하는 장소 또는 작업장 내에 근로자가 사용할 안전한 통로를 설치하고 항상 사용할 수 있는 상태로 유지하여야 한다. ② 사업주는 통로의 주요 부분에 통로표시를 하고, 근로자가 안전하게 통행할 수 있도록 하여야 한다. ③ 사업주는 통로면으로부터 높이 2미터 이내에는 장애물이 없도록 하여야 한다. 다만, 부득이하게 통로면으로부터 높이 2미터 이내에 장애물을 설치할 수밖에 없거나 통로면으로부터 높이 2미터 이내의 장애물을 제거하는 것이 곤란하다고 고용노동부장관이 인정하는 경우에는",n
지게차,제382조,가설통로의 설치,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절3 철골작업 시의 위험방지,yes,SIG12,0.55,"철골 골조만 드러난 구조물에서 작업자들이 별도의 고정 통로 없이 보나 기둥을 따라 직접 이동하고 있다. 주요 이동 구간에 발판형 가설통로가 보이지 않고, 안전대를 걸 수 있는 부착설비도 확인되지 않는다.","사업주는 철골작업을 하는 경우에 근로자의 주요 이동통로에 고정된 가설통로를 설치하여야 한다. 다만, 제44조에 따른 안전대의 부착설비 등을 갖춘 경우에는 그러하지 아니하다.",n
지게차,제12조,동력으로 작동되는 문의 설치 조건,편1 총칙 > 장2 작업장,partial,SIG13,0.55,"공장 출입구의 전동문이 큰 개구부를 차지하고 있는데, 문 주변 어디에도 눈에 띄는 비상정지 버튼이 보이지 않는다. 근로자가 지나는 문이 전동식으로만 보이고 수동 개방장치나 별도 통행문도 확인되지 않는다.","사업주는 동력으로 작동되는 문을 설치하는 경우 다음 각 호의 기준에 맞는 구조로 설치하여야 한다. <개정 2014.9.30>   1. 동력으로 작동되는 문에 근로자가 끼일 위험이 있는 2.5미터 높이까지는 위급하거나 위험한 사태가 발생한 경우에 문의 작동을 정지시킬 수 있도록 비상정지장치 설치 등 필요한 조치를 할 것. 다만, 위험구역에 사람이 없어야만 문이 작동되도록 안전장치가 설치되어 있거나 운전자가 특별히 지정되어 상시 조작하는 경우에는 그러하지 아니하다.   2. 동력으로 작동되는 문의 비",n
지게차,제412조,접촉의 방지,편2 안전기준 > 장8 궤도 관련 작업 등에 의한 위험 방지 > 절2 궤도 보수ㆍ점검작업의 위험 방지,partial,SIG14,0.549,"선로 작업구간에서 궤도작업차량이 움직이거나 자재를 다루는 가까운 범위 안에 여러 사람이 뒤섞여 서 있다. 차량 주변 위험구역에 불필요해 보이는 인원이 들어와 있고, 별도로 차량을 유도하는 사람이 드러나지 않는다.","사업주는 궤도작업차량을 이용하는 작업을 하는 경우 유도하는 사람을 지정하여 궤도작업차량을 유도하여야 하며, 운전 중인 궤도작업차량 또는 자재에 근로자가 접촉될 위험이 있는 장소에는 관계 근로자가 아닌 사람을 출입시켜서는 아니 된다.",n
지게차,제408조,열차통행 중의 작업 제한,편2 안전기준 > 장8 궤도 관련 작업 등에 의한 위험 방지 > 절1 운행열차 등으로 인한 위험방지,partial,SIG15,0.544,"열차가 다니는 선로나 바로 옆 선로에서 작업자들이 보수·점검작업을 하고 있는데, 선로 옆은 벽체나 설비로 막혀 피할 공간이 거의 보이지 않는다. 작업 위치 주변이 협소해 열차가 접근하면 즉시 안전하게 대피하기 어려워 보인다.","사업주는 열차가 운행하는 궤도(인접궤도를 포함한다)상에서 궤도와 그 밖의 관련 설비의 보수ㆍ점검작업 등을 하는 중 위험이 발생할 때에 작업자들이 안전하게 대피할 수 있도록 열차통행의 시간간격을 충분히 하고, 작업자들이 안전하게 대피할 수 있는 공간이 확보된 것을 확인한 후에 작업에 종사하도록 하여야 한다.",n
지게차,제183조,좌석 안전띠의 착용 등,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절10 차량계 하역운반기계등 > 관2 지게차,yes,DEPL1,,작업장 안에서 좌석식 지게차를 운전하는 사람이 운전석에 앉아 있지만 몸에 안전띠를 매지 않은 모습이다. 안전띠는 좌석 옆에 풀린 채 있거나 버클이 체결되지 않은 상태로 보인다.,① 사업주는 앉아서 조작하는 방식의 지게차를 운전하는 근로자에게 좌석 안전띠를 착용하도록 하여야 한다. ② 제1항에 따른 지게차를 운전하는 근로자는 좌석 안전띠를 착용하여야 한다.,y
지게차,제182조,팔레트 등,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절10 차량계 하역운반기계등 > 관2 지게차,partial,DEPL3,,지게차가 화물을 싣고 있는데 받치고 있는 팔레트가 크게 깨지거나 휘어 있고 일부 부재가 파손되어 있다. 금속 스키드는 표면에 심한 부식이 퍼져 있거나 구조가 찌그러져 불량 상태로 보인다.,사업주는 지게차에 의한 하역운반작업에 사용하는 팔레트(pallet) 또는 스키드(skid)는 다음 각 호에 해당하는 것을 사용하여야 한다.   1. 적재하는 화물의 중량에 따른 충분한 강도를 가질 것   2. 심한 손상ㆍ변형 또는 부식이 없을 것,n
지게차,제99조,운전위치 이탈 시의 조치,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절1 기계 등의 일반기준,partial,DEPL4,,"작업자가 보이지 않는 지게차나 굴착기가 현장에 멈춰 서 있는데, 포크나 버킷, 디퍼가 공중에 들린 채 그대로 남아 있다. 운전석은 비어 있고 장비는 무인 상태로 방치된 모습이다.","① 사업주는 차량계 하역운반기계등, 차량계 건설기계의 운전자가 운전위치를 이탈하는 경우 해당 운전자에게 다음 각 호의 사항을 준수하도록 하여야 한다.   1. 포크, 버킷, 디퍼 등의 장치를 가장 낮은 위치 또는 지면에 내려 둘 것   2. 원동기를 정지시키고 브레이크를 확실히 거는 등 차량계 하역운반기계등, 차량계 건설기계의 갑작스러운 이동을 방지하기 위한 조치를 할 것   3. 운전석을 이탈하는 경우에는 시동키를 운전대에서 분리시킬 것. 다만, 운전석에 잠금장치를 하는 등 운전자가 아닌 사람이",n
지게차,제419조,받침목교환작업 등,편2 안전기준 > 장8 궤도 관련 작업 등에 의한 위험 방지 > 절4 터널ㆍ지하구간 및 교량 작업 시의 위험방지,partial,DEPL6,,"터널이나 교량 위 선로에서 작업자들이 받침목 교환 작업을 하고 있는데, 주변 통로와 대피 여유가 거의 없이 비좁다. 작업구간 가까이에 열차가 함께 보이거나 열차 운행과 분리되지 않은 모습이면 위반 의심 장면이다.","사업주는 터널ㆍ지하구간 또는 교량에서 받침목교환작업 등을 하는 동안 열차의 운행을 중지시키고, 작업공간을 충분히 확보하여 근로자가 안전하게 작업을 하도록 하여야 한다. <개정 2014.9.30>",n
지게차,제92조,정비 등의 작업 시의 운전정지 등,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절1 기계 등의 일반기준,partial,DEPL7,,"정비나 청소를 하는 작업자가 열린 덮개 틈이나 기계 내부에 손과 공구를 넣고 있는데, 조작반의 스위치와 기동버튼에는 잠금장치나 작동금지 표지가 없다. 배관이나 유압·공기 설비를 분해하는 현장인데 잔압을 뺀 흔적 없이 연결부를 바로 다루는 모습으로 보인다.","① 사업주는 동력으로 작동되는 기계의 정비ㆍ청소ㆍ급유ㆍ검사ㆍ수리ㆍ교체 또는 조정 작업 또는 그 밖에 이와 유사한 작업을 할 때에 근로자가 위험해질 우려가 있으면 해당 기계의 운전을 정지하여야 한다. 다만, 덮개가 설치되어 있는 등 기계의 구조상 근로자가 위험해질 우려가 없는 경우에는 그렇지 않다. ② 사업주는 제1항에 따라 기계의 운전을 정지한 경우에 다른 사람이 그 기계를 운전하는 것을 방지하기 위하여 기계의 기동장치에 잠금장치를 하고 그 열쇠를 별도 관리하거나 표지판을 설치하는 등 필요한 방호",n
지게차,제181조,백레스트,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절10 차량계 하역운반기계등 > 관2 지게차,yes,DEPL8,,"지게차 전면의 마스트 뒤쪽에 화물의 후방 낙하를 막는 백레스트가 없고, 포크에 실린 화물이 운전석 쪽으로 바로 열려 있다. 화물을 든 지게차인데도 지지용 격자나 프레임이 보이지 않는다.","사업주는 백레스트(backrest)를 갖추지 아니한 지게차를 사용해서는 아니 된다. 다만, 마스트의 후방에서 화물이 낙하함으로써 근로자가 위험해질 우려가 없는 경우에는 그러하지 아니하다.",n
지게차,제171조,전도 등의 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절10 차량계 하역운반기계등 > 관1 총칙,partial,DEPL9,,"하역운반기계가 굴착 가장자리나 갓길 끝에 바짝 붙어 작업하고 있는데, 주변에 유도자가 보이지 않는다. 바퀴나 지지부 아래에는 지반 보강이나 붕괴 방지 조치가 없어 차량이 넘어지거나 굴러떨어질 듯한 모습이다.","사업주는 차량계 하역운반기계등을 사용하는 작업을 할 때에 그 기계가 넘어지거나 굴러떨어짐으로써 근로자에게 위험을 미칠 우려가 있는 경우에는 그 기계를 유도하는 사람(이하 ""유도자""라 한다)을 배치하고 지반의 부동침하 및 갓길 붕괴를 방지하기 위한 조치를 해야 한다. <개정 2023.11.14>",n
지게차,제180조,헤드가드,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절10 차량계 하역운반기계등 > 관2 지게차,partial,DEPL10,,"지게차 운전석 위가 비어 있거나, 머리 위 보호틀이 있어도 칸 간격이 지나치게 넓어 낙하물을 막기 어려워 보인다. 운전자는 상부 낙하물로부터 보호되지 않은 상태로 작업하는 모습이다.","사업주는 다음 각 호에 따른 적합한 헤드가드(head guard)를 갖추지 아니한 지게차를 사용해서는 안 된다. 다만, 화물의 낙하에 의하여 지게차의 운전자에게 위험을 미칠 우려가 없는 경우에는 그렇지 않다. <개정 2019.1.31, 2022.10.18>   1. 강도는 지게차의 최대하중의 2배 값(4톤을 넘는 값에 대해서는 4톤으로 한다)의 등분포정하중(等分布靜荷重)에 견딜 수 있을 것   2. 상부틀의 각 개구의 폭 또는 길이가 16센티미터 미만일 것   3. 운전자가 앉아서 조작하거나 서서",n
안전대길이,제382조,가설통로의 설치,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절3 철골작업 시의 위험방지,yes,SIG1,0.622,"철골 골조만 드러난 구조물에서 작업자들이 별도의 고정 통로 없이 보나 기둥을 따라 직접 이동하고 있다. 주요 이동 구간에 발판형 가설통로가 보이지 않고, 안전대를 걸 수 있는 부착설비도 확인되지 않는다.","사업주는 철골작업을 하는 경우에 근로자의 주요 이동통로에 고정된 가설통로를 설치하여야 한다. 다만, 제44조에 따른 안전대의 부착설비 등을 갖춘 경우에는 그러하지 아니하다.",n
안전대길이,제43조,개구부 등의 방호 조치,편1 총칙 > 장6 추락 또는 붕괴에 의한 위험 방지 > 절1 추락에 의한 위험 방지,yes,SIG2/DEPL3,0.588,"바닥이나 작업발판 끝이 그대로 열려 있는데도 안전난간이나 울타리, 덮개가 보이지 않아 사람이 바로 떨어질 수 있어 보인다. 난간을 치운 자리에서 작업이 진행되지만 아래쪽 추락방호망이 없고 작업자도 안전대를 착용하지 않은 모습이다.","① 사업주는 작업발판 및 통로의 끝이나 개구부로서 근로자가 추락할 위험이 있는 장소에는 안전난간, 울타리, 수직형 추락방망 또는 덮개 등(이하 이 조에서 ""난간등""이라 한다)의 방호 조치를 충분한 강도를 가진 구조로 튼튼하게 설치하여야 하며, 덮개를 설치하는 경우에는 뒤집히거나 떨어지지 않도록 설치하여야 한다. 이 경우 어두운 장소에서도 알아볼 수 있도록 개구부임을 표시해야 하며, 수직형 추락방망은 한국산업표준에서 정하는 성능기준에 적합한 것을 사용해야 한다. ② 사업주는 난간등을 설치하는 것이 ",n
안전대길이,제23조,가설통로의 구조,편1 총칙 > 장3 통로,partial,SIG3/DEPL5,0.583,현장 사진에는 임시로 만든 경사 통로가 가파르게 설치되어 있는데 바닥에 미끄럼방지 처리가 없고 가장자리에도 안전난간이 없다. 높은 비계다리나 수직 통로가 길게 이어지지만 중간에 쉬어갈 계단참이 보이지 않아 불안정하게 보인다.,"사업주는 가설통로를 설치하는 경우 다음 각 호의 사항을 준수하여야 한다.   1. 견고한 구조로 할 것   2. 경사는 30도 이하로 할 것. 다만, 계단을 설치하거나 높이 2미터 미만의 가설통로로서 튼튼한 손잡이를 설치한 경우에는 그러하지 아니하다.   3. 경사가 15도를 초과하는 경우에는 미끄러지지 아니하는 구조로 할 것   4. 추락할 위험이 있는 장소에는 안전난간을 설치할 것. 다만, 작업상 부득이한 경우에는 필요한 부분만 임시로 해체할 수 있다.   5. 수직갱에 가설된 통로의 길이가 ",n
안전대길이,제145조,건설물 등의 벽체와 통로의 간격 등,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절9 양중기 > 관2 크레인,partial,SIG4,0.582,천장크레인 통로 끝이 건물 벽체나 인접 거더와 떨어져 있어 끝부분에 큰 틈이 그대로 드러나 있다. 작업자가 통로 끝에서 이동할 때 발이 빠지거나 추락할 수 있을 정도로 간격이 넓어 보인다.,"사업주는 다음 각 호의 간격을 0.3미터 이하로 하여야 한다. 다만, 근로자가 추락할 위험이 없는 경우에는 그 간격을 0.3미터 이하로 유지하지 아니할 수 있다.   1. 크레인의 운전실 또는 운전대를 통하는 통로의 끝과 건설물 등의 벽체의 간격   2. 크레인 거더(girder)의 통로 끝과 크레인 거더의 간격   3. 크레인 거더의 통로로 통하는 통로의 끝과 건설물 등의 벽체의 간격",n
안전대길이,제30조,계단의 난간,편1 총칙 > 장3 통로,yes,SIG5,0.568,"작업장 계단의 옆면이 아래로 트여 있는데, 개방된 측면을 따라 설치된 안전난간이 보이지 않는다. 계단 가장자리가 그대로 노출되어 있어 옆으로 떨어질 수 있는 상태로 보인다.",사업주는 높이 1미터 이상인 계단의 개방된 측면에 안전난간을 설치하여야 한다.,n
안전대길이,제139조,크레인의 수리 등의 작업,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절9 양중기 > 관2 크레인,partial,SIG6,0.566,"병렬로 놓인 주행 크레인 주행로에서 작업자가 수리나 점검을 하고 있는데, 작업구간에 스토퍼나 충돌 방지 조치가 보이지 않는다. 갠트리 크레인 레일 주변에서는 새들 돌출부와 구조물 사이 간격이 매우 좁은데도 바닥에 안전공간 표시가 없어 끼일 위험이 그대로 드러난다.","① 사업주는 같은 주행로에 병렬로 설치되어 있는 주행 크레인의 수리ㆍ조정 및 점검 등의 작업을 하는 경우, 주행로상이나 그 밖에 주행 크레인이 근로자와 접촉할 우려가 있는 장소에서 작업을 하는 경우 등에 주행 크레인끼리 충돌하거나 주행 크레인이 근로자와 접촉할 위험을 방지하기 위하여 감시인을 두고 주행로상에 스토퍼(stopper)를 설치하는 등 위험 방지 조치를 하여야 한다. ② 사업주는 갠트리 크레인 등과 같이 작업장 바닥에 고정된 레일을 따라 주행하는 크레인의 새들(saddle) 돌출부와 주변",n
안전대길이,제45조,지붕 위에서의 위험 방지,편1 총칙 > 장6 추락 또는 붕괴에 의한 위험 방지 > 절1 추락에 의한 위험 방지,yes,SIG7,0.566,"작업자가 지붕 가장자리 가까이에서 일하고 있는데 가장자리에 안전난간이 없고, 채광창이 덮개 없이 드러나 있다. 슬레이트 같은 약한 지붕면에는 발판이 보이지 않으며, 아래쪽 추락방호망이나 작업자의 안전대 착용도 확인되지 않는다.",① 사업주는 근로자가 지붕 위에서 작업을 할 때에 추락하거나 넘어질 위험이 있는 경우에는 다음 각 호의 조치를 해야 한다.   1. 지붕의 가장자리에 제13조에 따른 안전난간을 설치할 것   2. 채광창(skylight)에는 견고한 구조의 덮개를 설치할 것   3. 슬레이트 등 강도가 약한 재료로 덮은 지붕에는 폭 30센티미터 이상의 발판을 설치할 것 ② 사업주는 작업 환경 등을 고려할 때 제1항제1호에 따른 조치를 하기 곤란한 경우에는 제42조제2항 각 호의 기준을 갖춘 추락방호망을 설치해야 한,n
안전대길이,제186조,고소작업대 설치 등의 조치,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절10 차량계 하역운반기계등 > 관4 고소작업대,partial,SIG8,0.563,"사진에는 고소작업대가 작업 중인데 아웃트리거를 펼치지 않았고, 작업대 측면에 정격하중 표시나 가드가 보이지 않는다. 탑승 작업자는 안전모·안전대를 착용하지 않았거나 작업대 밖으로 몸을 내밀어 구조물로 넘어가 있고, 주변에는 출입통제 없이 다른 사람이 가까이 접근해 있다.","① 사업주는 고소작업대를 설치하는 경우에는 다음 각 호에 해당하는 것을 설치하여야 한다.   1. 작업대를 와이어로프 또는 체인으로 올리거나 내릴 경우에는 와이어로프 또는 체인이 끊어져 작업대가 떨어지지 아니하는 구조여야 하며, 와이어로프 또는 체인의 안전율은 5 이상일 것   2. 작업대를 유압에 의해 올리거나 내릴 경우에는 작업대를 일정한 위치에 유지할 수 있는 장치를 갖추고 압력의 이상저하를 방지할 수 있는 구조일 것   3. 권과방지장치를 갖추거나 압력의 이상상승을 방지할 수 있는 구조일 ",n
안전대길이,제418조,교량에서의 추락 방지,편2 안전기준 > 장8 궤도 관련 작업 등에 의한 위험 방지 > 절4 터널ㆍ지하구간 및 교량 작업 시의 위험방지,yes,SIG9/DEPL10,0.558,"교량 위 궤도나 설비를 점검·보수하는 작업자가 가장자리 가까이 서 있는데, 주변에 안전난간이나 안전망이 보이지 않는다. 작업자도 안전대를 착용하지 않은 채 개방된 구간에서 그대로 작업하고 있다.",사업주는 교량에서 궤도와 그 밖의 관련 설비의 보수ㆍ점검 등의 작업을 하는 경우에 추락 위험을 방지할 수 있도록 안전난간 또는 안전망을 설치하거나 안전대를 지급하여 착용하게 하여야 한다.,n
안전대길이,제13조,안전난간의 구조 및 설치요건,편1 총칙 > 장2 작업장,partial,SIG10,0.554,"작업발판이나 경사로 가장자리에 난간은 보이지만 상부 난간대만 있거나, 중간 난간대와 발끝막이판이 빠져 있다. 난간이 일부 구간에서 끊기거나 비뚤어져 있고, 기둥 간격이 넓어 보여 사람이 기대면 쉽게 빠질 것처럼 보인다.","사업주는 근로자의 추락 등의 위험을 방지하기 위하여 안전난간을 설치하는 경우 다음 각 호의 기준에 맞는 구조로 설치해야 한다. <개정 2015.12.31, 2023.11.14>   1. 상부 난간대, 중간 난간대, 발끝막이판 및 난간기둥으로 구성할 것. 다만, 중간 난간대, 발끝막이판 및 난간기둥은 이와 비슷한 구조와 성능을 가진 것으로 대체할 수 있다.   2. 상부 난간대는 바닥면ㆍ발판 또는 경사로의 표면(이하 ""바닥면등""이라 한다)으로부터 90센티미터 이상 지점에 설치하고, 상부 난간대를 1",n
안전대길이,제63조,달비계의 구조,"편1 총칙 > 장7 비계 > 절4 달비계, 달대비계 및 걸침비계",partial,SIG11,0.549,"건물 외벽에 매단 달비계의 작업발판이 좁고 흔들려 보이며, 난간이나 구명줄 없이 작업자가 매달려 있다. 상부 로프는 건물 모서리에 그대로 걸쳐 있고 일부는 꼬이거나 녹슬어 보이는데, 안전줄 체결이나 보호 덮개도 보이지 않는다.",① 사업주는 곤돌라형 달비계를 설치하는 경우에는 다음 각 호의 사항을 준수해야 한다.   1. 다음 각 목의 어느 하나에 해당하는 와이어로프를 달비계에 사용해서는 아니 된다.     가. 이음매가 있는 것     나. 와이어로프의 한 꼬임[(스트랜드(strand)를 말한다. 이하 같다)]에서 끊어진 소선(素線)[필러(pillar)선은 제외한다)]의 수가 10퍼센트 이상(비자전로프의 경우에는 끊어진 소선의 수가 와이어로프 호칭지름의 6배 길이 이내에서 4개 이상이거나 호칭지름 30배 길이 이내에서 ,n
안전대길이,제46조,승강설비의 설치,편1 총칙 > 장6 추락 또는 붕괴에 의한 위험 방지 > 절1 추락에 의한 위험 방지,partial,SIG12,0.549,사진에는 2미터를 넘는 높이 차가 있는 작업장인데도 작업자가 안전하게 오르내릴 수 있는 건설용 리프트 등 승강설비가 보이지 않는다. 상·하부 작업면 사이 이동수단이 마련되지 않아 작업자가 임의로 접근해야 하는 현장처럼 보인다.,"사업주는 높이 또는 깊이가 2미터를 초과하는 장소에서 작업하는 경우 해당 작업에 종사하는 근로자가 안전하게 승강하기 위한 건설용 리프트 등의 설비를 설치해야 한다. 다만, 승강설비를 설치하는 것이 작업의 성질상 곤란한 경우에는 그렇지 않다. <개정 2022.10.18>",n
안전대길이,제26조,계단의 강도,편1 총칙 > 장3 통로,partial,SIG13,0.548,"작업장 계단이나 승강구 바닥이 큰 구멍의 그레이팅으로 되어 있어 렌치 같은 공구가 아래로 빠질 수 있어 보인다. 구조 강도 자체는 사진만으로 확인되지 않지만, 바닥 개구가 커서 낙하 위험이 드러난다.","① 사업주는 계단 및 계단참을 설치하는 경우 매제곱미터당 500킬로그램 이상의 하중에 견딜 수 있는 강도를 가진 구조로 설치하여야 하며, 안전율[안전의 정도를 표시하는 것으로서 재료의 파괴응력도(破壞應力度)와 허용응력도(許容應力度)의 비율을 말한다)]은 4 이상으로 하여야 한다. ② 사업주는 계단 및 승강구 바닥을 구멍이 있는 재료로 만드는 경우 렌치나 그 밖의 공구 등이 낙하할 위험이 없는 구조로 하여야 한다.",n
안전대길이,제44조,안전대의 부착설비 등,편1 총칙 > 장6 추락 또는 붕괴에 의한 위험 방지 > 절1 추락에 의한 위험 방지,partial,SIG14,0.548,높은 작업 위치에서 작업자가 안전대를 착용하고 있지만 훅을 걸 수 있는 부착설비나 지지로프가 보이지 않는다. 또는 지지로프가 느슨하게 처져 있거나 풀린 상태로 설치되어 있어 추락 시 안전하게 지지되지 않을 것처럼 보인다.,① 사업주는 추락할 위험이 있는 높이 2미터 이상의 장소에서 근로자에게 안전대를 착용시킨 경우 안전대를 안전하게 걸어 사용할 수 있는 설비 등을 설치하여야 한다. 이러한 안전대 부착설비로 지지로프 등을 설치하는 경우에는 처지거나 풀리는 것을 방지하기 위하여 필요한 조치를 하여야 한다. ② 사업주는 제1항에 따른 안전대 및 부속설비의 이상 유무를 작업을 시작하기 전에 점검하여야 한다.,y
안전대길이,제42조,추락의 방지,편1 총칙 > 장6 추락 또는 붕괴에 의한 위험 방지 > 절1 추락에 의한 위험 방지,partial,SIG15/DEPL6,0.545,"높은 작업 위치에서 근로자가 작업발판 없이 가장자리나 설비 위에 서서 작업하고, 아래쪽에도 추락방호망이 보이지 않는다. 또는 이동식 사다리 위에서 최상부 발판에 올라선 채 안전대 없이 작업하거나, 사다리가 고정·지지되지 않은 상태로 불안정하게 세워져 있다.","① 사업주는 근로자가 추락하거나 넘어질 위험이 있는 장소[작업발판의 끝ㆍ개구부(開口部) 등을 제외한다]또는 기계ㆍ설비ㆍ선박블록 등에서 작업을 할 때에 근로자가 위험해질 우려가 있는 경우 비계(飛階)를 조립하는 등의 방법으로 작업발판을 설치하여야 한다. ② 사업주는 제1항에 따른 작업발판을 설치하기 곤란한 경우 다음 각 호의 기준에 맞는 추락방호망을 설치해야 한다. 다만, 추락방호망을 설치하기 곤란한 경우에는 근로자에게 안전대를 착용하도록 하는 등 추락위험을 방지하기 위해 필요한 조치를 해야 한다.",n
안전대길이,제380조,철골조립 시의 위험 방지,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절3 철골작업 시의 위험방지,partial,DEPL1,,"크레인으로 올린 철골 부재가 제자리에 놓였지만 접합부에 볼트 체결이 보이지 않고, 걸이로프는 이미 분리되어 있다. 맞댄 철골이 충분히 고정되지 않은 상태로 접합부만 의존해 서 있는 모습이다.",사업주는 철골을 조립하는 경우에 철골의 접합부가 충분히 지지되도록 볼트를 체결하거나 이와 같은 수준 이상의 견고한 구조가 되기 전에는 들어 올린 철골을 걸이로프 등으로부터 분리해서는 아니 된다. <개정 2019.1.31>,n
안전대길이,제381조,승강로의 설치,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절3 철골작업 시의 위험방지,yes,DEPL2,,"철골 기둥을 따라 사람이 오르내리는데 고정된 승강로가 보이지 않거나, 답단 사이가 듬성듬성 벌어져 있다. 수평보와 수직기둥이 만나는 접합부에서도 별도의 작업발판 없이 작업자가 철골 위에서 직접 연결작업을 하고 있다.","사업주는 근로자가 수직방향으로 이동하는 철골부재(鐵骨部材)에는 답단(踏段) 간격이 30센티미터 이내인 고정된 승강로를 설치하여야 하며, 수평방향 철골과 수직방향 철골이 연결되는 부분에는 연결작업을 위하여 작업발판 등을 설치하여야 한다.",n
안전대길이,제143조,폭풍 등으로 인한 이상 유무 점검,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절9 양중기 > 관2 크레인,partial,DEPL4,,"옥외 크레인에 강풍이나 지진의 영향으로 보이는 휨, 어긋남, 파손 흔적이 남아 있는데도 그대로 작업에 투입된 모습이다. 붐이나 지지부가 비정상적으로 기울고 와이어로프나 부재 상태가 불량해 보여도 사용이 계속되고 있다.",사업주는 순간풍속이 초당 30미터를 초과하는 바람이 불거나 중진(中震) 이상 진도의 지진이 있은 후에 옥외에 설치되어 있는 양중기를 사용하여 작업을 하는 경우에는 미리 기계 각 부위에 이상이 있는지를 점검하여야 한다.,n
